"PROBEID","GENENAME","SYMBOL"
"1392754_at","ADAM metallopeptidase domain 8","Adam8"
"1392769_at","adipocyte-related X-chromosome expressed sequence 2","Arxes2"
"1392772_at","zinc finger protein 318","Zfp318"
"1392818_at","growth arrest specific 5","Gas5"
"1392820_at","fibroblast growth factor 1","Fgf1"
"1392829_at","cleavage stimulation factor subunit 2","Cstf2"
"1392848_at","tribbles pseudokinase 1","Trib1"
"1392865_at","fibroblast growth factor 9","Fgf9"
"1392890_at","platelet-activating factor acetylhydrolase 1b, regulatory subunit 1","Pafah1b1"
"1392894_at","fibrinogen-like 2","Fgl2"
"1392899_at","protein regulator of cytokinesis 1","Prc1"
"1392916_at","microtubule-associated protein 7","Map7"
"1392924_at","very low density lipoprotein receptor","Vldlr"
"1392946_at","interleukin 1 receptor type 1","Il1r1"
"1392950_at","myotilin","Myot"
"1392955_at","SEL1L adaptor subunit of SYVN1 ubiquitin ligase","Sel1l"
"1392957_at","single-stranded DNA binding protein 2","Ssbp2"
"1392963_at","secernin 1","Scrn1"
"1392969_at","hepatocyte nuclear factor 4, alpha","Hnf4a"
"1392976_at","tropomyosin 2","Tpm2"
"1392980_at","TIAM Rac1 associated GEF 1","Tiam1"
"1392984_at","copine 3","Cpne3"
"1392988_at","NAD(P) dependent steroid dehydrogenase-like","Nsdhl"
"1393008_at","cAMP-regulated phosphoprotein 19","Arpp19"
"1393009_at","Friend virus susceptibility 1","Fv1"
"1393036_at","proline and serine rich coiled-coil 1","Psrc1"
"1393038_at","Fc gamma receptor 1A","Fcgr1a"
"1393041_at","structural maintenance of chromosomes 2","Smc2"
"1393042_at","ubiquitin specific peptidase 7","Usp7"
"1393044_at","cytidine/uridine monophosphate kinase 2","Cmpk2"
"1393113_at","Rho GTPase activating protein 1","Arhgap1"
"1393123_at","complement C8 gamma chain","C8g"
"1393128_at","G patch domain containing 4","Gpatch4"
"1393155_at","polo-like kinase 3","Plk3"
"1393158_at","centromere protein Q","Cenpq"
"1393173_at","RAS p21 protein activator 1","Rasa1"
"1393219_at","complement C2","C2"
"1393236_at","RIO kinase 3","Riok3"
"1393239_at","mitochondrial fission regulator 1","Mtfr1"
"1393240_at","EGF containing fibulin extracellular matrix protein 2","Efemp2"
"1393267_at","PC4 and SRSF1 interacting protein 1","Psip1"
"1393280_at","lymphocyte antigen 86","Ly86"
"1393281_at","caveolin 1","Cav1"
"1393286_at","nuclear receptor subfamily 5, group A, member 1","Nr5a1"
"1393314_at","fibroblast growth factor 1","Fgf1"
"1393316_at","folylpolyglutamate synthase","Fpgs"
"1393347_at","integrin subunit alpha L","Itgal"
"1393363_at","zinc finger MYM-type containing 2","Zmym2"
"1393367_at","polynucleotide kinase 3'-phosphatase","Pnkp"
"1393373_at","opsin 3","Opn3"
"1393389_at","nuclear receptor subfamily 4, group A, member 3","Nr4a3"
"1393401_at","endothelial cell surface expressed chemotaxis and apoptosis regulator","Ecscr"
"1393402_at","CRK like proto-oncogene, adaptor protein","Crkl"
"1393403_at","angiopoietin-like 3","Angptl3"
"1393451_at","centromere protein N","Cenpn"
"1393452_at","carbonic anhydrase 9","Car9"
"1393460_at","negative regulator of reactive oxygen species","Nrros"
"1393468_at","mitochondrial ribosomal protein S2","Mrps2"
"1393475_at","malic enzyme 2","Me2"
"1393490_at","component of oligomeric golgi complex 7","Cog7"
"1393499_at","phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha","Pik3ca"
"1393508_at","NADPH oxidase 4","Nox4"
"1393513_at","solute carrier family 26 member 2","Slc26a2"
"1393562_at","adaptor related protein complex 3 subunit mu 1","Ap3m1"
"1393571_at","SRY-box transcription factor 4","Sox4"
"1393573_at","phosphodiesterase 6B","Pde6b"
"1393581_at","assembly factor for spindle microtubules","Aspm"
"1393584_at","TNF receptor superfamily member 21","Tnfrsf21"
"1393598_at","cyclin A1","Ccna1"
"1393603_at","cathelicidin antimicrobial peptide","Camp"
"1393605_at","vav guanine nucleotide exchange factor 3","Vav3"
"1393614_at","E2F transcription factor 1","E2f1"
"1393615_at","DEP domain containing MTOR-interacting protein","Deptor"
"1393621_at","vitamin K epoxide reductase complex, subunit 1-like 1","Vkorc1l1"
"1393626_at","sortilin related receptor 1","Sorl1"
"1393631_at","metal response element binding transcription factor 2","Mtf2"
"1393635_x_at","tubulin, beta 4B class IVb","Tubb4b"
"1393638_at","prostaglandin E receptor 4","Ptger4"
"1393639_at","myosin X","Myo10"
"1393643_at","reticulocalbin 1","Rcn1"
"1393647_at","histone acetyltransferase 1","Hat1"
"1393657_at","prolylcarboxypeptidase","Prcp"
"1393684_at","helicase, lymphoid specific","Hells"
"1393707_at","Bcl2-like 2","Bcl2l2"
"1393730_at","ADAM metallopeptidase with thrombospondin type 1 motif, 4","Adamts4"
"1393743_at","PPARG coactivator 1 alpha","Ppargc1a"
"1393749_at","RNA binding motif protein 34","Rbm34"
"1393780_at","zinc finger protein 131","Zfp131"
"1393795_at","zinc finger E-box binding homeobox 2","Zeb2"
"1393809_at","TNF receptor associated factor 6","Traf6"
"1393816_at","centromere protein W","Cenpw"
"1393826_at","apolipoprotein N","Apon"
"1393887_at","choline phosphotransferase 1","Chpt1"
"1393888_at","anti-Mullerian hormone","Amh"
"1393891_at","collagen type VIII alpha 1 chain","Col8a1"
"1393894_at","cytochrome P450, family 4, subfamily a, polypeptide 8","Cyp4a8"
"1393923_at","cytohesin 1","Cyth1"
"1393929_at","C-C motif chemokine receptor 6","Ccr6"
"1393933_at","sortilin related receptor 1","Sorl1"
"1393942_at","CRK like proto-oncogene, adaptor protein","Crkl"
"1393972_at","metal response element binding transcription factor 2","Mtf2"
"1393982_at","DNA polymerase epsilon 2, accessory subunit","Pole2"
"1393998_at","GA binding protein transcription factor, beta subunit 1-like","Gabpb1l"
"1394006_at","proteasome activator subunit 1","Psme1"
"1394051_at","P2Y receptor family member 10","P2ry10"
"1394059_s_at","YME1-like 1 ATPase","Yme1l1"
"1394113_at","cell division cycle 20","Cdc20"
"1394144_at","tubulin, beta 6 class V","Tubb6"
"1394200_at","heat shock protein family A (Hsp70) member 2","Hspa2"
"1394227_at","dynamin 1-like","Dnm1l"
"1394318_at","cAMP-regulated phosphoprotein 19","Arpp19"
"1394320_at","cyclin dependent kinase 2","Cdk2"
"1394338_x_at","protein tyrosine kinase 2","Ptk2"
"1394340_at","inositol polyphosphate-1-phosphatase","Inpp1"
"1394348_at","Rho guanine nucleotide exchange factor 12","Arhgef12"
"1394363_at","RIO kinase 3","Riok3"
"1394393_at","ubiquitin specific peptidase 7","Usp7"
"1394419_at","Rho GTPase activating protein 11A","Arhgap11a"
"1394456_at","thyroid hormone receptor beta","Thrb"
"1394522_at","phospholipase C beta 3","Plcb3"
"1394580_at","NPR2-like, GATOR1 complex subunit","Nprl2"
"1394607_at","RAB11 family interacting protein 2","Rab11fip2"
"1394610_at","growth factor receptor bound protein 10","Grb10"
"1394621_at","spermine oxidase","Smox"
"1394654_at","zinc finger protein 451","Zfp451"
"1394660_at","Eph receptor B2","Ephb2"
"1394666_at","nebulin","Neb"
"1394673_at","CD33 molecule","Cd33"
"1394704_at","CASC3 exon junction complex subunit","Casc3"
"1394734_at","acyl-CoA binding domain containing 3","Acbd3"
"1394770_at","phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta","Pik3c2b"
"1394786_at","sortilin related receptor 1","Sorl1"
"1394797_at","DNA methyltransferase 3 alpha","Dnmt3a"
"1394844_s_at","cytochrome P450, family 4, subfamily a, polypeptide 2","Cyp4a2"
"1394873_at","myotubularin related protein 2","Mtmr2"
"1394905_at","protein kinase AMP-activated non-catalytic subunit gamma 1","Prkag1"
"1394921_at","protein kinase AMP-activated catalytic subunit alpha 1","Prkaa1"
"1394931_at","muscleblind-like splicing regulator 2","Mbnl2"
"1394957_at","nischarin","Nisch"
"1395003_at","C-type lectin domain family 4, member A1","Clec4a1"
"1395086_at","PAT1 homolog 1, processing body mRNA decay factor","Patl1"
"1395152_at","MAK16 homolog","Mak16"
"1395165_at","PC4 and SRSF1 interacting protein 1","Psip1"
"1395166_at","EH-domain containing 2","Ehd2"
"1395184_at","C-type lectin domain family 12, member A","Clec12a"
"1395190_at","aldo-keto reductase family 1, member B8","Akr1b8"
"1395231_at","cell division cycle associated 4","Cdca4"
"1395242_at","aurora kinase A","Aurka"
"1395248_at","ER degradation enhancing alpha-mannosidase like protein 1","Edem1"
"1395255_at","one cut homeobox 1","Onecut1"
"1395267_at","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","St3gal1"
"1395296_at","checkpoint kinase 1","Chek1"
"1395311_at","isoprenylcysteine carboxyl methyltransferase","Icmt"
"1395337_at","tight junction protein 1","Tjp1"
"1395343_at","transmembrane 9 superfamily member 3","Tm9sf3"
"1395364_at","interferon alpha and beta receptor subunit 1","Ifnar1"
"1395397_at","HECT domain E3 ubiquitin protein ligase 2","Hectd2"
"1395403_at","SH3 and cysteine rich domain 3","Stac3"
"1395414_at","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase","Agl"
"1395418_at","zinc finger protein 131","Zfp131"
"1395442_at","RUNX family transcription factor 1","Runx1"
"1395465_at","ribonucleic acid export 1","Rae1"
"1395472_at","leucine rich repeat containing 17","Lrrc17"
"1395473_at","G protein subunit beta 3","Gnb3"
"1395514_at","SCY1 like pseudokinase 3","Scyl3"
"1395518_at","PPARG coactivator 1 alpha","Ppargc1a"
"1395543_at","enhancer of zeste 2 polycomb repressive complex 2 subunit","Ezh2"
"1395557_at","KLF transcription factor 6","Klf6"
"1395580_at","collagen type XII alpha 1 chain","Col12a1"
"1395589_at","solute carrier family 35 member A3","Slc35a3"
"1395605_at","CRK like proto-oncogene, adaptor protein","Crkl"
"1395619_at","sorbin and SH3 domain containing 3","Sorbs3"
"1395695_at","AE binding protein 1","Aebp1"
"1395697_at","enhancer of zeste 2 polycomb repressive complex 2 subunit","Ezh2"
"1395699_at","RIO kinase 3","Riok3"
"1395702_at","eukaryotic translation initiation factor 4 gamma 1","Eif4g1"
"1395721_at","3'-phosphoadenosine 5'-phosphosulfate synthase 2","Papss2"
"1395769_at","acyl-CoA synthetase long-chain family member 6","Acsl6"
"1395796_at","aldehyde dehydrogenase 4 family, member A1","Aldh4a1"
"1395809_at","sestrin 1","Sesn1"
"1395824_at","cyclin O","Ccno"
"1395826_at","protein phosphatase 2 regulatory subunit B', epsilon","Ppp2r5e"
"1395828_at","kinesin family member 23","Kif23"
"1395840_at","eukaryotic translation initiation factor 1A","Eif1a"
"1395919_at","E2F-associated phosphoprotein","Eapp"
"1395925_s_at","discs large MAGUK scaffold protein 3","Dlg3"
"1395944_at","MIS18 kinetochore protein A","Mis18a"
"1395981_at","activating signal cointegrator 1 complex subunit 3","Ascc3"
"1395998_at","NOP56 ribonucleoprotein","Nop56"
"1396020_at","tousled-like kinase 2","Tlk2"
"1396055_at","collagen type VI alpha 3 chain","Col6a3"
"1396072_at","amyloid beta precursor protein binding protein 2","Appbp2"
"1396075_at","gamma-glutamyltransferase 7","Ggt7"
"1396086_at","transmembrane protein 97","Tmem97"
"1396103_at","carboxymethylenebutenolidase homolog","Cmbl"
"1396130_at","SCY1 like pseudokinase 3","Scyl3"
"1396154_at","kinesin family member 5C","Kif5c"
"1396163_at","interferon gamma induced GTPase","Igtp"
"1396187_at","DExD-box helicase 21","Ddx21"
"1396234_at","EBF transcription factor 3","Ebf3"
"1396245_at","purine nucleoside phosphorylase","Pnp"
"1396277_at","kelch-like family member 21","Klhl21"
"1396278_at","sorting nexin 11","Snx11"
"1396411_at","phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha","Pik3ca"
"1396444_at","mitochondrial ribosomal protein L12","Mrpl12"
"1396446_at","calcium activated nucleotidase 1","Cant1"
"1396455_at","uroplakin 1A","Upk1a"
"1396591_at","poly(A) specific ribonuclease subunit PAN2","Pan2"
"1397015_at","ETS variant transcription factor 1","Etv1"
"1397071_at","amyloid beta precursor protein binding family B member 2","Apbb2"
"1397113_at","component of oligomeric golgi complex 2","Cog2"
"1397189_at","protein kinase C, beta","Prkcb"
"1397191_at","dishevelled associated activator of morphogenesis 1","Daam1"
"1397192_at","MYC binding protein 2","Mycbp2"
"1397201_at","calmodulin regulated spectrin-associated protein family, member 2","Camsap2"
"1397211_at","growth factor receptor bound protein 10","Grb10"
"1397221_s_at","Fas cell surface death receptor","Fas"
"1397255_at","coiled-coil domain containing 86","Ccdc86"
"1397278_at","ST3 beta-galactoside alpha-2,3-sialyltransferase 2","St3gal2"
"1397300_at","ATP binding cassette subfamily C member 4","Abcc4"
"1397304_at","interferon gamma induced GTPase","Igtp"
"1397312_at","exportin 7","Xpo7"
"1397328_at","phosphatidylinositol-5-phosphate 4-kinase type 2 beta","Pip4k2b"
"1397341_at","PDZ binding kinase","Pbk"
"1397354_at","IKBKB interacting protein","Ikbip"
"1397365_at","protein phosphatase 2 scaffold subunit A beta","Ppp2r1b"
"1397458_at","phosphomannomutase 2","Pmm2"
"1397468_at","hydroxysteroid dehydrogenase like 2","Hsdl2"
"1397476_at","Ttk protein kinase","Ttk"
"1397485_at","caspase 7","Casp7"
"1397507_at","amyloid beta precursor protein binding family B member 1 interacting protein","Apbb1ip"
"1397508_at","DEAD-box helicase 18","Ddx18"
"1397526_at","glutaryl-CoA dehydrogenase","Gcdh"
"1397542_at","DCC netrin 1 receptor","Dcc"
"1397557_at","general transcription factor IIH subunit 1","Gtf2h1"
"1397559_at","protein phosphatase 1, regulatory subunit 3A","Ppp1r3a"
"1397567_at","kinesin family member 14","Kif14"
"1397568_at","tumor protein p53 inducible nuclear protein 2","Tp53inp2"
"1397581_at","ras homolog family member V","Rhov"
"1397596_at","tripartite motif-containing 2","Trim2"
"1397609_at","kinetochore-localized astrin/SPAG5 binding protein","Knstrn"
"1397617_at","lysine demethylase 5A","Kdm5a"
"1397628_at","major vault protein","Mvp"
"1397648_at","fibroblast growth factor receptor substrate 2","Frs2"
"1397653_at","cyclin B1","Ccnb1"
"1397704_at","establishment of sister chromatid cohesion N-acetyltransferase 2","Esco2"
"1397716_at","kelch domain containing 2","Klhdc2"
"1397747_at","exportin 7","Xpo7"
"1397759_at","Cnksr family member 3","Cnksr3"
"1397764_at","potassium channel tetramerization domain containing 5","Kctd5"
"1397808_at","cathepsin C","Ctsc"
"1397812_at","SUMO specific peptidase 6","Senp6"
"1397853_s_at","Cdc42 guanine nucleotide exchange factor 9","Arhgef9"
"1397868_at","kinase insert domain receptor","Kdr"
"1397880_at","lysophosphatidylglycerol acyltransferase 1","Lpgat1"
"1397892_at","eukaryotic translation initiation factor 1A","Eif1a"
"1397916_s_at","protein tyrosine phosphatase, non-receptor type 1","Ptpn1"
"1398049_at","nitrilase 1","Nit1"
"1398055_at","interferon alpha and beta receptor subunit 1","Ifnar1"
"1398143_at","protein kinase cAMP-dependent X-linked catalytic subunit","Prkx"
"1398240_at","heat shock protein family A (Hsp70) member 8","Hspa8"
"1398243_at","cysteine and glycine rich protein 3","Csrp3"
"1398246_s_at","Fc gamma receptor 2A","Fcgr2a"
"1398248_s_at","myosin heavy chain 7","Myh7"
"1398248_s_at","myosin heavy chain 6","Myh6"
"1398250_at","acyl-CoA thioesterase 1","Acot1"
"1398251_a_at","calcium/calmodulin-dependent protein kinase II beta","Camk2b"
"1398256_at","interleukin 1 beta","Il1b"
"1398258_at","apolipoprotein D","Apod"
"1398260_a_at","serpin family D member 1","Serpind1"
"1398266_a_at","early growth response 2","Egr2"
"1398267_at","solute carrier family 22 member 7","Slc22a7"
"1398272_at","beta-1,4-N-acetyl-galactosaminyl transferase 1","B4galnt1"
"1398275_at","matrix metallopeptidase 9","Mmp9"
"1398278_at","prolactin","Prl"
"1398282_at","kynureninase","Kynu"
"1398287_at","plasminogen activator, urokinase","Plau"
"1398294_at","actinin, alpha 1","Actn1"
"1398297_at","mitogen-activated protein kinase 12","Mapk12"
"1398306_at","adenosine monophosphate deaminase 1","Ampd1"
"1398308_at","replication protein A3","Rpa3"
"1398310_at","aldo-keto reductase family 1, member D1","Akr1d1"
"1398313_a_at","potassium two pore domain channel subfamily K member 3","Kcnk3"
"1398321_a_at","collagen type XII alpha 1 chain","Col12a1"
"1398325_at","tetraspanin 3","Tspan3"
"1398330_at","syntaxin binding protein 1","Stxbp1"
"1398346_at","mitogen activated protein kinase 1","Mapk1"
"1398349_at","adenylate kinase 2","Ak2"
"1398351_at","ubiquitin specific peptidase 7","Usp7"
"1398354_at","catenin alpha-like 1","Ctnnal1"
"1398358_a_at","integrin subunit beta 5","Itgb5"
"1398383_at","cytochrome b-561","Cyb561"
"1398395_at","integrin subunit beta 1 binding protein 1","Itgb1bp1"
"1398406_at","secernin 1","Scrn1"
"1398439_a_at","origin recognition complex, subunit 6","Orc6"
"1398441_at","NCK adaptor protein 2","Nck2"
"1398473_at","biogenesis of lysosomal organelles complex-1, subunit 2","Bloc1s2"
"1398514_at","homogentisate 1, 2-dioxygenase","Hgd"
"1398523_a_at","interferon alpha and beta receptor subunit 1","Ifnar1"
"1398540_at","regulator of G-protein signaling 1","Rgs1"
"1398554_at","ATPase H+ transporting V0 subunit B","Atp6v0b"
"1398555_at","serine palmitoyltransferase, long chain base subunit 2","Sptlc2"
"1398572_at","RNA (guanine-7-) methyltransferase","Rnmt"
"1398585_at","F-box protein 21","Fbxo21"
"1398599_at","checkpoint kinase 1","Chek1"
"1398602_at","mitotic arrest deficient 2 like 1","Mad2l1"
"1398617_at","ribosomal protein S27a","Rps27a"
"1398624_x_at","tubulin, beta 4B class IVb","Tubb4b"
"1398625_at","zinc finger, CCHC domain containing 18","Zcchc18"
"1398640_at","RAB30, member RAS oncogene family","Rab30"
"1398725_at","hexokinase 1","Hk1"
"1398750_at","calreticulin","Calr"
"1398756_at","nucleophosmin 1","Npm1"
"1398757_at","nucleophosmin 1","Npm1"
"1398765_at","adaptor related protein complex 2 subunit mu 1","Ap2m1"
"1398766_at","ribophorin I","Rpn1"
"1398781_at","ATPase H+ transporting V1 subunit F","Atp6v1f"
"1398783_at","G protein pathway suppressor 1","Gps1"
"1398784_at","complement C1q binding protein","C1qbp"
"1398787_at","Ras homolog, mTORC1 binding","Rheb"
"1398790_at","protein phosphatase 2 catalytic subunit alpha","Ppp2ca"
"1398791_at","thioredoxin reductase 1","Txnrd1"
"1398792_at","proteasome 26S subunit, ATPase 1","Psmc1"
"1398796_at","transmembrane p24 trafficking protein 10","Tmed10"
"1398799_at","eukaryotic translation initiation factor 4E","Eif4e"
"1398800_at","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta","Ywhab"
"1398805_at","autophagy related 3","Atg3"
